_id,city,city_area,gdp,province,reg_pop,resident_pop,builtup_area
80431f7a64c8a4f102204ac2683db5ac,蚌埠,5952,1253.05,安徽,376.35,329.14,138
80431f7a64c8a4f102204ac333283145,三门峡,10496,1251.04,河南,229,225,56
80431f7a64c8a4f102204ac41c774889,秦皇岛,7812,1250.44,河北,341,307.32,131.45
80431f7a64c8a4f102204ac5682faf27,阳江,7822,1250,广东,292.12,251.12,60
80431f7a64c8a4f102204ac618689ba8,宿州,9787,1235.83,安徽,649.51,554.12,75
80431f7a64c8a4f102204ac740a5bf87,四平,14382,1233.25,吉林,326.41,326.41,57.87
80431f7a64c8a4f102204ac8175447b6,黄石,4586,1228.11,湖北,267.97,245.8,76.55
80431f7a64c8a4f102204ac96d1450a2,衡水,8815,1220.01,河北,436.27,443.54,54.42
80431f7a64c8a4f102204aca5648eb1f,抚顺,11271,1216.48,辽宁,215.8,207.6,138
80431f7a64c8a4f102204acb7b508e04,六盘水,9914,1201.08,贵州,333.84,288.99,71.68
80431f7a64c8a4f102204acc74fc8a67,内江,5385,1198.58,四川,420.4,373.97,71.14
80431f7a64c8a4f102204acd2896ded0,长治,13864,1195.34,山西,400.15,342.04,76.6
80431f7a64c8a4f102204ace2fedb1ab,运城,14106,1174.01,山西,616.18,527.53,83
80431f7a64c8a4f102204acf25afc08e,本溪,8414,1164.69,辽宁,151.2,172.15,109
80431f7a64c8a4f102204ad01a993e1b,海口市,2305,1161.96,海南,164.8,222.3,152.4
80431f7a64c8a4f102204ad131d060c7,临汾,20275,1161.11,山西,517.99,443.57,72.4
80431f7a64c8a4f102204ad222babee0,韶关,18380,1149.9,广东,330.21,293.15,99.23
80431f7a64c8a4f102204ad305133926,衢州,8845,1146.13,浙江,256.38,213.3,71
